barrio_E,hora_E,barrio_J,hora_J,barrio_A,hora_A
VILLA URQUIZA,13:00:00,VILLA URQUIZA,14:00:00,VILLA URQUIZA,11:30:00
VILLA URQUIZA,13:00:00,VILLA URQUIZA,14:00:00,CABALLITO,11:30:00
CABALLITO,13:00:00,VILLA URQUIZA,14:00:00,BARRACAS,11:30:00
BARRACAS,13:00:00,BARRACAS,14:00:00,BARRACAS,11:30:00
VILLA PUEYRREDON,13:00:00,CABALLITO,14:00:00,BARRACAS,11:30:00
VILLA PUEYRREDON,13:00:00,VILLA PUEYRREDON,14:00:00,BARRACAS,11:30:00
VILLA URQUIZA,13:00:00,CABALLITO,14:00:00,VILLA URQUIZA,11:30:00
VILLA URQUIZA,13:00:00,VILLA PUEYRREDON,14:00:00,CABALLITO,11:30:00
VILLA PUEYRREDON,13:00:00,CABALLITO,14:00:00,VILLA URQUIZA,11:30:00
BARRACAS,13:00:00,CABALLITO,14:00:00,CABALLITO,11:30:00
VILLA URQUIZA,13:00:00,VILLA PUEYRREDON,14:00:00,VILLA PUEYRREDON,11:30:00
VILLA PUEYRREDON,13:00:00,CABALLITO,14:00:00,CABALLITO,11:30:00
BARRACAS,13:00:00,BARRACAS,14:00:00,CABALLITO,11:30:00
CABALLITO,13:00:00,VILLA URQUIZA,14:00:00,VILLA URQUIZA,11:30:00
VILLA URQUIZA,13:00:00,VILLA URQUIZA,14:00:00,BARRACAS,11:30:00
VILLA URQUIZA,13:00:00,CABALLITO,14:00:00,VILLA URQUIZA,11:30:00
CABALLITO,13:00:00,CABALLITO,14:00:00,BARRACAS,11:30:00
CABALLITO,13:30:00,BARRACAS,14:00:00,VILLA PUEYRREDON,11:30:00
CABALLITO,13:30:00,CABALLITO,14:00:00,BARRACAS,11:30:00
VILLA URQUIZA,13:30:00,CABALLITO,14:00:00,CABALLITO,11:30:00
VILLA URQUIZA,13:30:00,BARRACAS,14:00:00,VILLA URQUIZA,11:30:00
VILLA URQUIZA,13:30:00,BARRACAS,14:30:00,VILLA URQUIZA,11:30:00
VILLA URQUIZA,13:30:00,BARRACAS,14:30:00,VILLA PUEYRREDON,11:30:00
VILLA URQUIZA,13:30:00,BARRACAS,14:30:00,CABALLITO,11:30:00
BARRACAS,13:30:00,CABALLITO,14:30:00,VILLA URQUIZA,11:30:00
CABALLITO,13:30:00,VILLA PUEYRREDON,14:30:00,VILLA URQUIZA,11:30:00
VILLA PUEYRREDON,13:30:00,BARRACAS,14:30:00,CABALLITO,11:30:00
VILLA URQUIZA,13:30:00,BARRACAS,14:30:00,CABALLITO,11:30:00
VILLA URQUIZA,13:30:00,BARRACAS,14:30:00,CABALLITO,11:30:00
CABALLITO,13:30:00,VILLA URQUIZA,14:30:00,VILLA URQUIZA,11:30:00
CABALLITO,13:30:00,BARRACAS,14:30:00,VILLA URQUIZA,11:30:00
CABALLITO,13:30:00,VILLA URQUIZA,14:30:00,VILLA URQUIZA,11:30:00
VILLA URQUIZA,13:30:00,BARRACAS,14:30:00,BARRACAS,11:30:00
CABALLITO,13:30:00,VILLA URQUIZA,14:30:00,CABALLITO,12:00:00
CABALLITO,13:30:00,BARRACAS,14:30:00,BARRACAS,12:00:00
CABALLITO,13:30:00,BARRACAS,14:30:00,CABALLITO,12:00:00
BARRACAS,13:30:00,BARRACAS,14:30:00,VILLA URQUIZA,12:00:00
VILLA PUEYRREDON,13:30:00,VILLA URQUIZA,14:30:00,CABALLITO,12:00:00
VILLA URQUIZA,13:30:00,BARRACAS,14:30:00,CABALLITO,12:00:00
VILLA PUEYRREDON,13:30:00,VILLA PUEYRREDON,14:30:00,VILLA PUEYRREDON,12:00:00
BARRACAS,13:30:00,CABALLITO,14:30:00,CABALLITO,12:00:00
BARRACAS,13:30:00,BARRACAS,14:30:00,VILLA URQUIZA,12:00:00
VILLA PUEYRREDON,13:30:00,BARRACAS,14:30:00,CABALLITO,12:00:00
CABALLITO,13:30:00,VILLA PUEYRREDON,14:30:00,CABALLITO,12:00:00
VILLA PUEYRREDON,13:30:00,BARRACAS,14:30:00,CABALLITO,12:00:00
BARRACAS,13:30:00,VILLA URQUIZA,14:30:00,BARRACAS,12:00:00
VILLA URQUIZA,13:30:00,VILLA URQUIZA,14:30:00,CABALLITO,12:00:00
CABALLITO,13:30:00,CABALLITO,14:30:00,CABALLITO,12:00:00
VILLA URQUIZA,13:30:00,VILLA URQUIZA,14:30:00,VILLA PUEYRREDON,12:00:00
VILLA PUEYRREDON,13:30:00,CABALLITO,14:30:00,BARRACAS,12:00:00
VILLA URQUIZA,13:30:00,CABALLITO,14:30:00,BARRACAS,12:00:00
VILLA URQUIZA,13:30:00,CABALLITO,14:30:00,BARRACAS,12:00:00
VILLA URQUIZA,13:30:00,VILLA URQUIZA,14:30:00,BARRACAS,12:00:00
BARRACAS,13:30:00,VILLA PUEYRREDON,14:30:00,BARRACAS,12:00:00
CABALLITO,13:30:00,CABALLITO,14:30:00,BARRACAS,12:00:00
CABALLITO,13:30:00,CABALLITO,14:30:00,BARRACAS,12:00:00
CABALLITO,13:30:00,BARRACAS,14:30:00,CABALLITO,12:00:00
VILLA URQUIZA,13:30:00,VILLA URQUIZA,14:30:00,VILLA URQUIZA,12:00:00
CABALLITO,13:30:00,VILLA URQUIZA,14:30:00,CABALLITO,12:00:00
VILLA PUEYRREDON,13:30:00,VILLA URQUIZA,14:30:00,VILLA URQUIZA,12:00:00
VILLA URQUIZA,13:30:00,CABALLITO,14:30:00,VILLA URQUIZA,12:00:00
VILLA URQUIZA,13:30:00,CABALLITO,15:00:00,VILLA PUEYRREDON,12:00:00
VILLA URQUIZA,13:30:00,CABALLITO,15:00:00,BARRACAS,12:00:00
VILLA URQUIZA,13:30:00,CABALLITO,15:00:00,VILLA PUEYRREDON,12:00:00
VILLA URQUIZA,13:30:00,BARRACAS,15:00:00,VILLA URQUIZA,12:00:00
CABALLITO,13:30:00,VILLA PUEYRREDON,15:00:00,BARRACAS,12:00:00
VILLA URQUIZA,13:30:00,CABALLITO,15:00:00,CABALLITO,12:00:00
VILLA PUEYRREDON,14:00:00,CABALLITO,15:00:00,VILLA URQUIZA,12:00:00
VILLA PUEYRREDON,14:00:00,CABALLITO,15:00:00,VILLA URQUIZA,12:00:00
CABALLITO,14:00:00,VILLA URQUIZA,15:00:00,CABALLITO,12:00:00
VILLA PUEYRREDON,14:00:00,VILLA URQUIZA,15:00:00,BARRACAS,12:00:00
CABALLITO,14:00:00,CABALLITO,15:00:00,VILLA PUEYRREDON,12:00:00
VILLA PUEYRREDON,14:00:00,BARRACAS,15:00:00,VILLA PUEYRREDON,12:00:00
VILLA URQUIZA,14:00:00,VILLA URQUIZA,15:00:00,BARRACAS,12:00:00
VILLA PUEYRREDON,14:00:00,BARRACAS,15:00:00,VILLA URQUIZA,12:00:00
BARRACAS,14:00:00,BARRACAS,15:00:00,CABALLITO,12:00:00
BARRACAS,14:00:00,CABALLITO,15:00:00,VILLA URQUIZA,12:00:00
VILLA URQUIZA,14:00:00,CABALLITO,15:00:00,VILLA URQUIZA,12:00:00
VILLA URQUIZA,14:00:00,VILLA URQUIZA,15:00:00,VILLA URQUIZA,12:00:00
VILLA URQUIZA,14:00:00,CABALLITO,15:00:00,VILLA URQUIZA,12:00:00
BARRACAS,14:00:00,CABALLITO,15:00:00,CABALLITO,12:00:00
VILLA URQUIZA,14:00:00,CABALLITO,15:00:00,VILLA URQUIZA,12:00:00
CABALLITO,14:00:00,VILLA PUEYRREDON,15:00:00,CABALLITO,12:00:00
VILLA PUEYRREDON,14:00:00,CABALLITO,15:00:00,CABALLITO,12:00:00
BARRACAS,14:00:00,VILLA PUEYRREDON,15:00:00,CABALLITO,12:00:00
VILLA URQUIZA,14:00:00,CABALLITO,15:00:00,CABALLITO,12:00:00
CABALLITO,14:00:00,CABALLITO,15:00:00,CABALLITO,12:00:00
BARRACAS,14:00:00,CABALLITO,15:00:00,CABALLITO,12:00:00
VILLA URQUIZA,14:00:00,VILLA PUEYRREDON,15:00:00,VILLA URQUIZA,12:00:00
CABALLITO,14:00:00,CABALLITO,15:00:00,CABALLITO,12:00:00
VILLA URQUIZA,14:00:00,VILLA URQUIZA,15:00:00,BARRACAS,12:00:00
VILLA URQUIZA,14:00:00,CABALLITO,15:00:00,VILLA URQUIZA,12:00:00
VILLA URQUIZA,14:00:00,BARRACAS,15:00:00,BARRACAS,12:00:00
VILLA URQUIZA,14:00:00,CABALLITO,15:00:00,CABALLITO,12:00:00
CABALLITO,14:00:00,VILLA URQUIZA,15:00:00,BARRACAS,12:00:00
CABALLITO,14:00:00,CABALLITO,15:00:00,CABALLITO,12:00:00
VILLA URQUIZA,14:00:00,VILLA PUEYRREDON,15:00:00,VILLA URQUIZA,12:00:00
VILLA URQUIZA,14:00:00,VILLA URQUIZA,15:00:00,BARRACAS,12:00:00
VILLA PUEYRREDON,14:00:00,VILLA PUEYRREDON,15:00:00,VILLA URQUIZA,12:00:00
CABALLITO,14:00:00,BARRACAS,15:00:00,VILLA URQUIZA,12:00:00
CABALLITO,14:00:00,CABALLITO,15:00:00,VILLA URQUIZA,12:00:00
VILLA URQUIZA,14:00:00,CABALLITO,15:00:00,VILLA URQUIZA,12:00:00
CABALLITO,14:00:00,VILLA URQUIZA,15:00:00,VILLA URQUIZA,12:00:00
VILLA URQUIZA,14:00:00,VILLA PUEYRREDON,15:00:00,VILLA URQUIZA,12:00:00
CABALLITO,14:00:00,CABALLITO,15:00:00,VILLA URQUIZA,12:00:00
VILLA PUEYRREDON,14:30:00,CABALLITO,15:00:00,VILLA URQUIZA,12:00:00
VILLA PUEYRREDON,14:30:00,CABALLITO,15:00:00,VILLA URQUIZA,12:00:00
VILLA URQUIZA,14:30:00,VILLA URQUIZA,15:00:00,VILLA URQUIZA,12:00:00
CABALLITO,14:30:00,VILLA URQUIZA,15:00:00,VILLA URQUIZA,12:00:00
CABALLITO,14:30:00,VILLA URQUIZA,15:00:00,VILLA URQUIZA,12:00:00
CABALLITO,14:30:00,CABALLITO,15:00:00,CABALLITO,12:00:00
VILLA URQUIZA,14:30:00,CABALLITO,15:00:00,CABALLITO,12:30:00
CABALLITO,14:30:00,VILLA URQUIZA,15:00:00,VILLA URQUIZA,12:30:00
VILLA URQUIZA,14:30:00,CABALLITO,15:00:00,VILLA PUEYRREDON,12:30:00
VILLA URQUIZA,14:30:00,BARRACAS,15:00:00,CABALLITO,12:30:00
VILLA PUEYRREDON,14:30:00,CABALLITO,15:30:00,BARRACAS,12:30:00
BARRACAS,14:30:00,VILLA URQUIZA,15:30:00,VILLA URQUIZA,12:30:00
CABALLITO,14:30:00,VILLA URQUIZA,15:30:00,VILLA URQUIZA,12:30:00
BARRACAS,14:30:00,CABALLITO,15:30:00,CABALLITO,12:30:00
BARRACAS,14:30:00,CABALLITO,15:30:00,VILLA URQUIZA,12:30:00
BARRACAS,14:30:00,BARRACAS,15:30:00,CABALLITO,12:30:00
CABALLITO,14:30:00,CABALLITO,15:30:00,CABALLITO,12:30:00
VILLA URQUIZA,14:30:00,VILLA PUEYRREDON,15:30:00,VILLA PUEYRREDON,12:30:00
CABALLITO,14:30:00,CABALLITO,15:30:00,CABALLITO,12:30:00
VILLA PUEYRREDON,14:30:00,VILLA URQUIZA,15:30:00,BARRACAS,12:30:00
CABALLITO,14:30:00,VILLA URQUIZA,15:30:00,VILLA URQUIZA,12:30:00
VILLA URQUIZA,14:30:00,CABALLITO,15:30:00,VILLA URQUIZA,12:30:00
VILLA URQUIZA,14:30:00,VILLA URQUIZA,15:30:00,VILLA PUEYRREDON,12:30:00
CABALLITO,14:30:00,CABALLITO,15:30:00,VILLA URQUIZA,12:30:00
BARRACAS,14:30:00,CABALLITO,15:30:00,BARRACAS,12:30:00
VILLA URQUIZA,14:30:00,BARRACAS,15:30:00,BARRACAS,12:30:00
VILLA PUEYRREDON,14:30:00,CABALLITO,15:30:00,BARRACAS,12:30:00
BARRACAS,14:30:00,VILLA URQUIZA,15:30:00,BARRACAS,12:30:00
CABALLITO,14:30:00,VILLA URQUIZA,15:30:00,BARRACAS,12:30:00
BARRACAS,14:30:00,BARRACAS,15:30:00,VILLA URQUIZA,12:30:00
CABALLITO,14:30:00,VILLA URQUIZA,15:30:00,BARRACAS,12:30:00
BARRACAS,14:30:00,VILLA URQUIZA,15:30:00,VILLA URQUIZA,12:30:00
VILLA URQUIZA,14:30:00,CABALLITO,15:30:00,BARRACAS,12:30:00
CABALLITO,14:30:00,CABALLITO,15:30:00,CABALLITO,12:30:00
VILLA PUEYRREDON,14:30:00,VILLA URQUIZA,15:30:00,CABALLITO,12:30:00
CABALLITO,14:30:00,VILLA URQUIZA,15:30:00,VILLA URQUIZA,12:30:00
BARRACAS,14:30:00,CABALLITO,15:30:00,VILLA PUEYRREDON,12:30:00
VILLA URQUIZA,14:30:00,CABALLITO,15:30:00,CABALLITO,12:30:00
VILLA URQUIZA,14:30:00,CABALLITO,15:30:00,CABALLITO,12:30:00
CABALLITO,14:30:00,BARRACAS,15:30:00,CABALLITO,12:30:00
VILLA PUEYRREDON,14:30:00,BARRACAS,15:30:00,CABALLITO,12:30:00
CABALLITO,14:30:00,CABALLITO,15:30:00,CABALLITO,12:30:00
CABALLITO,14:30:00,BARRACAS,15:30:00,VILLA PUEYRREDON,12:30:00
CABALLITO,14:30:00,BARRACAS,15:30:00,CABALLITO,12:30:00
CABALLITO,14:30:00,BARRACAS,15:30:00,VILLA PUEYRREDON,12:30:00
CABALLITO,14:30:00,BARRACAS,15:30:00,CABALLITO,12:30:00
VILLA URQUIZA,14:30:00,BARRACAS,15:30:00,CABALLITO,12:30:00
VILLA URQUIZA,14:30:00,BARRACAS,15:30:00,VILLA URQUIZA,12:30:00
CABALLITO,14:30:00,BARRACAS,15:30:00,CABALLITO,12:30:00
CABALLITO,14:30:00,CABALLITO,15:30:00,VILLA PUEYRREDON,12:30:00
CABALLITO,14:30:00,CABALLITO,15:30:00,VILLA PUEYRREDON,12:30:00
VILLA PUEYRREDON,15:00:00,VILLA URQUIZA,15:30:00,VILLA PUEYRREDON,12:30:00
BARRACAS,15:00:00,VILLA URQUIZA,15:30:00,CABALLITO,12:30:00
VILLA URQUIZA,15:00:00,CABALLITO,15:30:00,CABALLITO,12:30:00
BARRACAS,15:00:00,CABALLITO,15:30:00,VILLA URQUIZA,12:30:00
VILLA URQUIZA,15:00:00,VILLA PUEYRREDON,16:00:00,VILLA PUEYRREDON,12:30:00
VILLA URQUIZA,15:00:00,CABALLITO,16:00:00,VILLA PUEYRREDON,12:30:00
VILLA URQUIZA,15:00:00,VILLA URQUIZA,16:00:00,VILLA URQUIZA,12:30:00
BARRACAS,15:00:00,CABALLITO,16:00:00,CABALLITO,12:30:00
VILLA URQUIZA,15:00:00,VILLA URQUIZA,16:00:00,CABALLITO,12:30:00
BARRACAS,15:00:00,VILLA URQUIZA,16:00:00,VILLA URQUIZA,12:30:00
VILLA PUEYRREDON,15:00:00,VILLA URQUIZA,16:00:00,VILLA PUEYRREDON,12:30:00
BARRACAS,15:00:00,BARRACAS,16:00:00,VILLA PUEYRREDON,12:30:00
VILLA URQUIZA,15:00:00,VILLA URQUIZA,16:00:00,CABALLITO,12:30:00
BARRACAS,15:00:00,CABALLITO,16:00:00,VILLA PUEYRREDON,12:30:00
BARRACAS,15:00:00,VILLA PUEYRREDON,16:00:00,BARRACAS,12:30:00
BARRACAS,15:00:00,VILLA URQUIZA,16:00:00,CABALLITO,12:30:00
CABALLITO,15:00:00,CABALLITO,16:00:00,CABALLITO,12:30:00
CABALLITO,15:00:00,VILLA URQUIZA,16:00:00,VILLA URQUIZA,12:30:00
VILLA URQUIZA,15:00:00,VILLA PUEYRREDON,16:00:00,VILLA URQUIZA,12:30:00
CABALLITO,15:00:00,VILLA PUEYRREDON,16:00:00,BARRACAS,12:30:00
VILLA URQUIZA,15:00:00,VILLA PUEYRREDON,16:00:00,VILLA PUEYRREDON,12:30:00
CABALLITO,15:00:00,VILLA PUEYRREDON,16:00:00,CABALLITO,12:30:00
VILLA URQUIZA,15:00:00,VILLA URQUIZA,16:00:00,BARRACAS,12:30:00
CABALLITO,15:00:00,VILLA URQUIZA,16:00:00,BARRACAS,12:30:00
VILLA PUEYRREDON,15:00:00,VILLA URQUIZA,16:00:00,CABALLITO,12:30:00
BARRACAS,15:00:00,VILLA URQUIZA,16:00:00,CABALLITO,12:30:00
VILLA URQUIZA,15:00:00,CABALLITO,16:00:00,CABALLITO,12:30:00
CABALLITO,15:00:00,VILLA PUEYRREDON,16:00:00,BARRACAS,12:30:00
VILLA URQUIZA,15:00:00,VILLA URQUIZA,16:00:00,BARRACAS,12:30:00
VILLA URQUIZA,15:00:00,CABALLITO,16:00:00,BARRACAS,12:30:00
VILLA URQUIZA,15:00:00,CABALLITO,16:00:00,CABALLITO,13:00:00
CABALLITO,15:00:00,VILLA URQUIZA,16:00:00,VILLA PUEYRREDON,13:00:00
VILLA URQUIZA,15:00:00,CABALLITO,16:00:00,CABALLITO,13:00:00
CABALLITO,15:00:00,VILLA URQUIZA,16:00:00,CABALLITO,13:00:00
CABALLITO,15:00:00,VILLA PUEYRREDON,16:00:00,VILLA PUEYRREDON,13:00:00
VILLA URQUIZA,15:00:00,CABALLITO,16:00:00,VILLA PUEYRREDON,13:00:00
BARRACAS,15:00:00,CABALLITO,16:00:00,CABALLITO,13:00:00
CABALLITO,15:00:00,VILLA URQUIZA,16:00:00,VILLA URQUIZA,13:00:00
CABALLITO,15:00:00,VILLA URQUIZA,16:00:00,VILLA URQUIZA,13:00:00
BARRACAS,15:00:00,CABALLITO,16:00:00,CABALLITO,13:00:00
CABALLITO,15:00:00,VILLA URQUIZA,16:00:00,VILLA URQUIZA,13:00:00
BARRACAS,15:00:00,CABALLITO,16:00:00,VILLA URQUIZA,13:00:00
BARRACAS,15:00:00,CABALLITO,16:00:00,VILLA URQUIZA,13:00:00
VILLA URQUIZA,15:00:00,VILLA URQUIZA,16:00:00,BARRACAS,13:00:00
CABALLITO,15:00:00,VILLA PUEYRREDON,16:00:00,VILLA PUEYRREDON,13:00:00
BARRACAS,15:00:00,CABALLITO,16:00:00,VILLA PUEYRREDON,13:00:00
CABALLITO,15:00:00,BARRACAS,16:00:00,VILLA PUEYRREDON,13:00:00
CABALLITO,15:00:00,BARRACAS,16:00:00,BARRACAS,13:00:00
CABALLITO,15:00:00,VILLA URQUIZA,16:00:00,CABALLITO,13:00:00
BARRACAS,15:00:00,BARRACAS,16:00:00,CABALLITO,13:00:00
CABALLITO,15:00:00,BARRACAS,16:00:00,VILLA URQUIZA,13:00:00
CABALLITO,15:00:00,BARRACAS,16:00:00,CABALLITO,13:00:00
CABALLITO,15:00:00,BARRACAS,16:00:00,CABALLITO,13:00:00
CABALLITO,15:00:00,BARRACAS,16:00:00,CABALLITO,13:00:00
BARRACAS,15:00:00,VILLA PUEYRREDON,16:00:00,VILLA URQUIZA,13:00:00
VILLA PUEYRREDON,15:00:00,CABALLITO,16:00:00,CABALLITO,13:00:00
CABALLITO,15:00:00,BARRACAS,16:00:00,VILLA URQUIZA,13:00:00
VILLA URQUIZA,15:00:00,BARRACAS,16:00:00,BARRACAS,13:00:00
CABALLITO,15:00:00,BARRACAS,16:00:00,BARRACAS,13:00:00
CABALLITO,15:00:00,CABALLITO,16:00:00,BARRACAS,13:00:00
CABALLITO,15:00:00,BARRACAS,16:00:00,BARRACAS,13:00:00
CABALLITO,15:00:00,BARRACAS,16:00:00,BARRACAS,13:00:00
VILLA PUEYRREDON,15:00:00,BARRACAS,16:00:00,BARRACAS,13:00:00
VILLA PUEYRREDON,15:00:00,BARRACAS,16:00:00,BARRACAS,13:00:00
CABALLITO,15:00:00,BARRACAS,16:00:00,BARRACAS,13:00:00
CABALLITO,15:00:00,BARRACAS,16:00:00,CABALLITO,13:00:00
VILLA PUEYRREDON,15:00:00,BARRACAS,16:00:00,VILLA URQUIZA,13:00:00
VILLA URQUIZA,15:00:00,BARRACAS,16:00:00,CABALLITO,13:00:00
VILLA URQUIZA,15:00:00,BARRACAS,16:00:00,CABALLITO,13:00:00
CABALLITO,15:00:00,BARRACAS,16:00:00,CABALLITO,13:00:00
CABALLITO,15:00:00,BARRACAS,16:00:00,VILLA URQUIZA,13:00:00
BARRACAS,15:30:00,VILLA URQUIZA,16:00:00,CABALLITO,13:00:00
CABALLITO,15:30:00,VILLA URQUIZA,16:00:00,VILLA PUEYRREDON,13:00:00
CABALLITO,15:30:00,VILLA PUEYRREDON,16:00:00,VILLA PUEYRREDON,13:00:00
CABALLITO,15:30:00,VILLA URQUIZA,16:00:00,BARRACAS,13:00:00
VILLA URQUIZA,15:30:00,VILLA URQUIZA,16:00:00,CABALLITO,13:00:00
VILLA PUEYRREDON,15:30:00,CABALLITO,16:00:00,CABALLITO,13:00:00
VILLA PUEYRREDON,15:30:00,CABALLITO,16:00:00,VILLA URQUIZA,13:00:00
VILLA URQUIZA,15:30:00,VILLA PUEYRREDON,16:00:00,BARRACAS,13:00:00
VILLA URQUIZA,15:30:00,BARRACAS,16:00:00,CABALLITO,13:00:00
CABALLITO,15:30:00,VILLA URQUIZA,16:30:00,CABALLITO,13:00:00
VILLA URQUIZA,15:30:00,CABALLITO,16:30:00,VILLA URQUIZA,13:00:00
VILLA URQUIZA,15:30:00,CABALLITO,16:30:00,CABALLITO,13:00:00
VILLA URQUIZA,15:30:00,VILLA PUEYRREDON,16:30:00,CABALLITO,13:00:00
VILLA URQUIZA,15:30:00,VILLA URQUIZA,16:30:00,BARRACAS,13:00:00
CABALLITO,15:30:00,VILLA URQUIZA,16:30:00,CABALLITO,13:00:00
VILLA PUEYRREDON,15:30:00,VILLA URQUIZA,16:30:00,CABALLITO,13:00:00
CABALLITO,15:30:00,CABALLITO,16:30:00,CABALLITO,13:00:00
CABALLITO,15:30:00,VILLA URQUIZA,16:30:00,CABALLITO,13:00:00
CABALLITO,15:30:00,VILLA PUEYRREDON,16:30:00,CABALLITO,13:00:00
CABALLITO,15:30:00,CABALLITO,16:30:00,CABALLITO,13:00:00
VILLA URQUIZA,15:30:00,VILLA URQUIZA,16:30:00,CABALLITO,13:00:00
VILLA URQUIZA,15:30:00,VILLA URQUIZA,16:30:00,VILLA URQUIZA,13:00:00
VILLA PUEYRREDON,15:30:00,VILLA URQUIZA,16:30:00,CABALLITO,13:30:00
VILLA URQUIZA,15:30:00,VILLA URQUIZA,16:30:00,CABALLITO,13:30:00
VILLA URQUIZA,15:30:00,CABALLITO,16:30:00,CABALLITO,13:30:00
VILLA URQUIZA,15:30:00,VILLA URQUIZA,16:30:00,VILLA URQUIZA,13:30:00
VILLA URQUIZA,15:30:00,CABALLITO,16:30:00,BARRACAS,13:30:00
VILLA URQUIZA,15:30:00,CABALLITO,16:30:00,CABALLITO,13:30:00
VILLA URQUIZA,15:30:00,VILLA URQUIZA,16:30:00,VILLA URQUIZA,13:30:00
BARRACAS,15:30:00,CABALLITO,16:30:00,VILLA URQUIZA,13:30:00
VILLA URQUIZA,15:30:00,CABALLITO,16:30:00,CABALLITO,13:30:00
BARRACAS,15:30:00,CABALLITO,16:30:00,VILLA PUEYRREDON,13:30:00
CABALLITO,15:30:00,VILLA PUEYRREDON,16:30:00,CABALLITO,13:30:00
VILLA PUEYRREDON,15:30:00,BARRACAS,16:30:00,CABALLITO,13:30:00
VILLA URQUIZA,15:30:00,CABALLITO,16:30:00,CABALLITO,13:30:00
CABALLITO,15:30:00,VILLA PUEYRREDON,16:30:00,CABALLITO,13:30:00
VILLA URQUIZA,15:30:00,VILLA URQUIZA,16:30:00,VILLA URQUIZA,13:30:00
BARRACAS,15:30:00,BARRACAS,16:30:00,CABALLITO,13:30:00
BARRACAS,15:30:00,BARRACAS,16:30:00,VILLA URQUIZA,13:30:00
VILLA PUEYRREDON,15:30:00,BARRACAS,16:30:00,VILLA URQUIZA,13:30:00
CABALLITO,15:30:00,BARRACAS,16:30:00,CABALLITO,13:30:00
VILLA URQUIZA,15:30:00,VILLA URQUIZA,16:30:00,CABALLITO,13:30:00
CABALLITO,15:30:00,BARRACAS,16:30:00,CABALLITO,13:30:00
CABALLITO,15:30:00,VILLA URQUIZA,16:30:00,VILLA PUEYRREDON,13:30:00
CABALLITO,16:00:00,VILLA URQUIZA,16:30:00,VILLA URQUIZA,13:30:00
VILLA URQUIZA,16:00:00,BARRACAS,16:30:00,CABALLITO,13:30:00
VILLA URQUIZA,16:00:00,CABALLITO,16:30:00,CABALLITO,13:30:00
VILLA URQUIZA,16:00:00,BARRACAS,16:30:00,VILLA URQUIZA,13:30:00
VILLA URQUIZA,16:00:00,BARRACAS,16:30:00,BARRACAS,13:30:00
VILLA URQUIZA,16:00:00,BARRACAS,16:30:00,BARRACAS,13:30:00
VILLA URQUIZA,16:00:00,BARRACAS,16:30:00,BARRACAS,13:30:00
VILLA URQUIZA,16:00:00,BARRACAS,16:30:00,CABALLITO,13:30:00
VILLA URQUIZA,16:00:00,BARRACAS,16:30:00,CABALLITO,13:30:00
VILLA URQUIZA,16:00:00,BARRACAS,16:30:00,VILLA URQUIZA,13:30:00
CABALLITO,16:00:00,BARRACAS,16:30:00,VILLA PUEYRREDON,13:30:00
BARRACAS,16:00:00,BARRACAS,16:30:00,BARRACAS,13:30:00
VILLA URQUIZA,16:00:00,VILLA URQUIZA,16:30:00,VILLA URQUIZA,13:30:00
VILLA URQUIZA,16:00:00,VILLA URQUIZA,16:30:00,VILLA URQUIZA,13:30:00
CABALLITO,16:00:00,VILLA URQUIZA,16:30:00,VILLA URQUIZA,13:30:00
CABALLITO,16:00:00,VILLA URQUIZA,16:30:00,VILLA URQUIZA,13:30:00
VILLA URQUIZA,16:00:00,VILLA URQUIZA,16:30:00,VILLA PUEYRREDON,13:30:00
VILLA PUEYRREDON,16:00:00,CABALLITO,16:30:00,VILLA PUEYRREDON,13:30:00
VILLA URQUIZA,16:00:00,VILLA URQUIZA,16:30:00,VILLA URQUIZA,13:30:00
BARRACAS,16:00:00,VILLA URQUIZA,17:00:00,VILLA URQUIZA,13:30:00
CABALLITO,16:00:00,VILLA URQUIZA,17:00:00,VILLA URQUIZA,13:30:00
BARRACAS,16:00:00,VILLA URQUIZA,17:00:00,CABALLITO,13:30:00
CABALLITO,16:00:00,CABALLITO,17:00:00,BARRACAS,13:30:00
VILLA URQUIZA,16:00:00,CABALLITO,17:00:00,BARRACAS,13:30:00
BARRACAS,16:00:00,CABALLITO,17:00:00,CABALLITO,13:30:00
BARRACAS,16:00:00,VILLA PUEYRREDON,17:00:00,CABALLITO,13:30:00
VILLA PUEYRREDON,16:00:00,VILLA URQUIZA,17:00:00,CABALLITO,13:30:00
VILLA URQUIZA,16:00:00,VILLA PUEYRREDON,17:00:00,CABALLITO,13:30:00
VILLA URQUIZA,16:00:00,CABALLITO,17:00:00,CABALLITO,13:30:00
VILLA URQUIZA,16:00:00,VILLA PUEYRREDON,17:00:00,CABALLITO,13:30:00
BARRACAS,16:00:00,VILLA PUEYRREDON,17:00:00,CABALLITO,13:30:00
VILLA URQUIZA,16:00:00,VILLA URQUIZA,17:00:00,CABALLITO,13:30:00
CABALLITO,16:00:00,CABALLITO,17:00:00,CABALLITO,13:30:00
BARRACAS,16:00:00,CABALLITO,17:00:00,CABALLITO,13:30:00
VILLA URQUIZA,16:00:00,CABALLITO,17:00:00,VILLA PUEYRREDON,13:30:00
CABALLITO,16:00:00,VILLA URQUIZA,17:00:00,VILLA URQUIZA,13:30:00
VILLA URQUIZA,16:00:00,VILLA URQUIZA,17:00:00,VILLA URQUIZA,13:30:00
VILLA PUEYRREDON,16:00:00,VILLA PUEYRREDON,17:00:00,VILLA PUEYRREDON,13:30:00
